25,San Diego Padres,0.549,2022,3,Catchers,3632662,2022SanDiegoPadres
26,San Diego Padres,0.549,2022,3,Infielders,43620928,2022SanDiegoPadres
27,San Diego Padres,0.549,2022,3,Outfielders,37137333,2022SanDiegoPadres
28,San Diego Padres,0.549,2022,3,DH,0,2022SanDiegoPadres
29,San Diego Padres,0.549,2022,3,Pitchers,89543109,2022SanDiegoPadres
30,San Diego Padres,0.549,2022,3,TotalPayroll,224511694,2022SanDiegoPadres
31,Boston Red Sox,0.481,2022,0,Catchers,454008,2022BostonRedSox
32,Boston Red Sox,0.481,2022,0,Infielders,33251746,2022BostonRedSox
33,Boston Red Sox,0.481,2022,0,Outfielders,10550000,2022BostonRedSox
34,Boston Red Sox,0.481,2022,0,DH,19350000,2022BostonRedSox
35,Boston Red Sox,0.481,2022,0,Pitchers,46163402,2022BostonRedSox
36,Boston Red Sox,0.481,2022,0,TotalPayroll,211812131,2022BostonRedSox
37,Chicago White Sox,0.5,2022,0,Catchers,18319228,2022ChicagoWhiteSox
38,Chicago White Sox,0.5,2022,0,Infielders,43339730,2022ChicagoWhiteSox
39,Chicago White Sox,0.5,2022,0,Outfielders,23887177,2022ChicagoWhiteSox
40,Chicago White Sox,0.5,2022,0,DH,1386067,2022ChicagoWhiteSox
41,Chicago White Sox,0.5,2022,0,Pitchers,68996311,2022ChicagoWhiteSox
42,Chicago White Sox,0.5,2022,0,TotalPayroll,203205326,2022ChicagoWhiteSox
43,Houston Astros,0.654,2022,5,Catchers,7461568,2022HoustonAstros
44,Houston Astros,0.654,2022,5,Infielders,58005501,2022HoustonAstros
45,Houston Astros,0.654,2022,5,Outfielders,2615540,2022HoustonAstros
46,Houston Astros,0.654,2022,5,DH,764600,2022HoustonAstros
47,Houston Astros,0.654,2022,5,Pitchers,76567521,2022HoustonAstros
48,Houston Astros,0.654,2022,5,TotalPayroll,183791796,2022HoustonAstros
49,Atlanta Braves,0.623,2022,2,Catchers,8667071,2022AtlantaBraves
50,Atlanta Braves,0.623,2022,2,Infielders,31301106,2022AtlantaBraves
51,Atlanta Braves,0.623,2022,2,Outfielders,27258252,2022AtlantaBraves
52,Atlanta Braves,0.623,2022,2,DH,16000000,2022AtlantaBraves
53,Atlanta Braves,0.623,2022,2,Pitchers,60407303,2022AtlantaBraves
54,Atlanta Braves,0.623,2022,2,TotalPayroll,183438888,2022AtlantaBraves
55,Los Angeles Angels,0.451,2022,0,Catchers,4776922,2022LosAngelesAngels
56,Los Angeles Angels,0.451,2022,0,Infielders,43079080,2022LosAngelesAngels
57,Los Angeles Angels,0.451,2022,0,Outfielders,38415343,2022LosAngelesAngels
58,Los Angeles Angels,0.451,2022,0,DH,0,2022LosAngelesAngels
59,Los Angeles Angels,0.451,2022,0,Pitchers,31832908,2022LosAngelesAngels
60,Los Angeles Angels,0.451,2022,0,TotalPayroll,179877811,2022LosAngelesAngels
61,Toronto Blue Jays,0.568,2022,1,Catchers,2890914,2022TorontoBlueJays
62,Toronto Blue Jays,0.568,2022,1,Infielders,26632640,2022TorontoBlueJays
63,Toronto Blue Jays,0.568,2022,1,Outfielders,34100179,2022TorontoBlueJays
64,Toronto Blue Jays,0.568,2022,1,DH,10650000,2022TorontoBlueJays
65,Toronto Blue Jays,0.568,2022,1,Pitchers,67401081,2022TorontoBlueJays
66,Toronto Blue Jays,0.568,2022,1,TotalPayroll,177071670,2022TorontoBlueJays
67,San Francisco Giants,0.5,2022,0,Catchers,1071820,2022SanFranciscoGiants
68,San Francisco Giants,0.5,2022,0,Infielders,18170156,2022SanFranciscoGiants
69,San Francisco Giants,0.5,2022,0,Outfielders,6376150,2022SanFranciscoGiants
70,San Francisco Giants,0.5,2022,0,DH,3500000,2022SanFranciscoGiants
71,San Francisco Giants,0.5,2022,0,Pitchers,14128074,2022SanFranciscoGiants
72,San Francisco Giants,0.5,2022,0,TotalPayroll,162453046,2022SanFranciscoGiants
73,St. Louis Cardinals,0.574,2022,1,Catchers,10718300,2022St.LouisCardinals
74,St. Louis Cardinals,0.574,2022,1,Infielders,56619066,2022St.LouisCardinals
75,St. Louis Cardinals,0.574,2022,1,Outfielders,7110821,2022St.LouisCardinals
76,St. Louis Cardinals,0.574,2022,1,DH,3080750,2022St.LouisCardinals
77,St. Louis Cardinals,0.574,2022,1,Pitchers,57194604,2022St.LouisCardinals
78,St. Louis Cardinals,0.574,2022,1,TotalPayroll,156428325,2022St.LouisCardinals
79,Chicago Cubs,0.457,2022,0,Catchers,16148056,2022ChicagoCubs
80,Chicago Cubs,0.457,2022,0,Infielders,4853440,2022ChicagoCubs
81,Chicago Cubs,0.457,2022,0,Outfielders,15811500,2022ChicagoCubs
82,Chicago Cubs,0.457,2022,0,DH,1450000,2022ChicagoCubs
83,Chicago Cubs,0.457,2022,0,Pitchers,44965508,2022ChicagoCubs
84,Chicago Cubs,0.457,2022,0,TotalPayroll,151054737,2022ChicagoCubs
85,Texas Rangers,0.42,2022,0,Catchers,1725526,2022TexasRangers
86,Texas Rangers,0.42,2022,0,Infielders,61185202,2022TexasRangers
87,Texas Rangers,0.42,2022,0,Outfielders,6590896,2022TexasRangers
88,Texas Rangers,0.42,2022,0,DH,0,2022TexasRangers
89,Texas Rangers,0.42,2022,0,Pitchers,31737462,2022TexasRangers
90,Texas Rangers,0.42,2022,0,TotalPayroll,150037446,2022TexasRangers
91,Minnesota Twins,0.481,2022,0,Catchers,9713050,2022MinnesotaTwins
92,Minnesota Twins,0.481,2022,0,Infielders,45077930,2022MinnesotaTwins
93,Minnesota Twins,0.481,2022,0,Outfielders,1672040,2022MinnesotaTwins
94,Minnesota Twins,0.481,2022,0,DH,0,2022MinnesotaTwins
95,Minnesota Twins,0.481,2022,0,Pitchers,13845166,2022MinnesotaTwins
96,Minnesota Twins,0.481,2022,0,TotalPayroll,149030158,2022MinnesotaTwins
97,Colorado Rockies,0.42,2022,0,Catchers,3542286,2022ColoradoRockies
98,Colorado Rockies,0.42,2022,0,Infielders,20884733,2022ColoradoRockies
99,Colorado Rockies,0.42,2022,0,Outfielders,11038333,2022ColoradoRockies
100,Colorado Rockies,0.42,2022,0,DH,0,2022ColoradoRockies
101,Colorado Rockies,0.42,2022,0,Pitchers,31494677,2022ColoradoRockies
102,Colorado Rockies,0.42,2022,0,TotalPayroll,140012218,2022ColoradoRockies
103,Detroit Tigers,0.407,2022,0,Catchers,8460400,2022DetroitTigers
104,Detroit Tigers,0.407,2022,0,Infielders,35671110,2022DetroitTigers
105,Detroit Tigers,0.407,2022,0,Outfielders,2294770,2022DetroitTigers
106,Detroit Tigers,0.407,2022,0,DH,32000000,2022DetroitTigers
107,Detroit Tigers,0.407,2022,0,Pitchers,27336580,2022DetroitTigers
108,Detroit Tigers,0.407,2022,0,TotalPayroll,136287588,2022DetroitTigers
109,Milwaukee Brewers,0.531,2022,0,Catchers,7000000,2022MilwaukeeBrewers
110,Milwaukee Brewers,0.531,2022,0,Infielders,20706302,2022MilwaukeeBrewers
111,Milwaukee Brewers,0.531,2022,0,Outfielders,30511094,2022MilwaukeeBrewers
112,Milwaukee Brewers,0.531,2022,0,DH,8500000,2022MilwaukeeBrewers
113,Milwaukee Brewers,0.531,2022,0,Pitchers,27025693,2022MilwaukeeBrewers
114,Milwaukee Brewers,0.531,2022,0,TotalPayroll,130769325,2022MilwaukeeBrewers
115,Washington Nationals,0.34,2022,0,Catchers,935505,2022WashingtonNationals
116,Washington Nationals,0.34,2022,0,Infielders,6126886,2022WashingtonNationals
117,Washington Nationals,0.34,2022,0,Outfielders,2797182,2022WashingtonNationals
118,Washington Nationals,0.34,2022,0,DH,13916480,2022WashingtonNationals
119,Washington Nationals,0.34,2022,0,Pitchers,35212456,2022WashingtonNationals
120,Washington Nationals,0.34,2022,0,TotalPayroll,126809535,2022WashingtonNationals
121,Seattle Mariners,0.556,2022,2,Catchers,2797878,2022SeattleMariners
122,Seattle Mariners,0.556,2022,2,Infielders,30183281,2022SeattleMariners
123,Seattle Mariners,0.556,2022,2,Outfielders,11049366,2022SeattleMariners
124,Seattle Mariners,0.556,2022,2,DH,0,2022SeattleMariners
125,Seattle Mariners,0.556,2022,2,Pitchers,42815383,2022SeattleMariners
126,Seattle Mariners,0.556,2022,2,TotalPayroll,115838907,2022SeattleMariners
127,Cincinnati Reds,0.383,2022,0,Catchers,415368,2022CincinnatiReds
128,Cincinnati Reds,0.383,2022,0,Infielders,10078264,2022CincinnatiReds
129,Cincinnati Reds,0.383,2022,0,Outfielders,1650084,2022CincinnatiReds
130,Cincinnati Reds,0.383,2022,0,DH,0,2022CincinnatiReds
131,Cincinnati Reds,0.383,2022,0,Pitchers,10402296,2022CincinnatiReds
132,Cincinnati Reds,0.383,2022,0,TotalPayroll,115467321,2022CincinnatiReds
133,Tampa Bay Rays,0.531,2022,1,Catchers,2043438,2022TampaBayRays
134,Tampa Bay Rays,0.531,2022,1,Infielders,9177735,2022TampaBayRays
135,Tampa Bay Rays,0.531,2022,1,Outfielders,10391075,2022TampaBayRays
136,Tampa Bay Rays,0.531,2022,1,DH,0,2022TampaBayRays
137,Tampa Bay Rays,0.531,2022,1,Pitchers,29256768,2022TampaBayRays
138,Tampa Bay Rays,0.531,2022,1,TotalPayroll,98342073,2022TampaBayRays
139,Kansas City Royals,0.401,2022,0,Catchers,18476904,2022KansasCityRoyals
140,Kansas City Royals,0.401,2022,0,Infielders,9942282,2022KansasCityRoyals
141,Kansas City Royals,0.401,2022,0,Outfielders,6218984,2022KansasCityRoyals
142,Kansas City Royals,0.401,2022,0,DH,603822,2022KansasCityRoyals
143,Kansas City Royals,0.401,2022,0,Pitchers,27486836,2022KansasCityRoyals
144,Kansas City Royals,0.401,2022,0,TotalPayroll,92613711,2022KansasCityRoyals
145,Arizona Diamondbacks,0.457,2022,0,Catchers,3325000,2022ArizonaDiamondbacks
146,Arizona Diamondbacks,0.457,2022,0,Infielders,4588526,2022ArizonaDiamondbacks
147,Arizona Diamondbacks,0.457,2022,0,Outfielders,3589743,2022ArizonaDiamondbacks
148,Arizona Diamondbacks,0.457,2022,0,DH,523056,2022ArizonaDiamondbacks
149,Arizona Diamondbacks,0.457,2022,0,Pitchers,41150478,2022ArizonaDiamondbacks
150,Arizona Diamondbacks,0.457,2022,0,TotalPayroll,85964090,2022ArizonaDiamondbacks
151,Miami Marlins,0.426,2022,0,Catchers,2953826,2022MiamiMarlins
152,Miami Marlins,0.426,2022,0,Infielders,16363436,2022MiamiMarlins
153,Miami Marlins,0.426,2022,0,Outfielders,13596330,2022MiamiMarlins
154,Miami Marlins,0.426,2022,0,DH,0,2022MiamiMarlins
155,Miami Marlins,0.426,2022,0,Pitchers,16428388,2022MiamiMarlins
156,Miami Marlins,0.426,2022,0,TotalPayroll,82954422,2022MiamiMarlins
157,Cleveland Guardians,0.568,2022,2,Catchers,4915384,2022ClevelandGuardians
158,Cleveland Guardians,0.568,2022,2,Infielders,29623082,2022ClevelandGuardians
159,Cleveland Guardians,0.568,2022,2,Outfielders,3161506,2022ClevelandGuardians
160,Cleveland Guardians,0.568,2022,2,DH,0,2022ClevelandGuardians
161,Cleveland Guardians,0.568,2022,2,Pitchers,18807906,2022ClevelandGuardians
162,Cleveland Guardians,0.568,2022,2,TotalPayroll,66477492,2022ClevelandGuardians
163,Pittsburgh Pirates,0.383,2022,0,Catchers,903810,2022PittsburghPirates
164,Pittsburgh Pirates,0.383,2022,0,Infielders,13655980,2022PittsburghPirates
165,Pittsburgh Pirates,0.383,2022,0,Outfielders,9357660,2022PittsburghPirates
166,Pittsburgh Pirates,0.383,2022,0,DH,0,2022PittsburghPirates
167,Pittsburgh Pirates,0.383,2022,0,Pitchers,6555053,2022PittsburghPirates
168,Pittsburgh Pirates,0.383,2022,0,TotalPayroll,56184032,2022PittsburghPirates
169,Oakland Athletics,0.37,2022,0,Catchers,1867300,2022OaklandAthletics
170,Oakland Athletics,0.37,2022,0,Infielders,3553854,2022OaklandAthletics
171,Oakland Athletics,0.37,2022,0,Outfielders,3967513,2022OaklandAthletics
172,Oakland Athletics,0.37,2022,0,DH,0,2022OaklandAthletics
173,Oakland Athletics,0.37,2022,0,Pitchers,5645656,2022OaklandAthletics
174,Oakland Athletics,0.37,2022,0,TotalPayroll,48443900,2022OaklandAthletics
175,Baltimore Orioles,0.512,2022,0,Catchers,1636902,2022BaltimoreOrioles
176,Baltimore Orioles,0.512,2022,0,Infielders,3124306,2022BaltimoreOrioles
177,Baltimore Orioles,0.512,2022,0,Outfielders,5937098,2022BaltimoreOrioles
178,Baltimore Orioles,0.512,2022,0,DH,0,2022BaltimoreOrioles
179,Baltimore Orioles,0.512,2022,0,Pitchers,11839840,2022BaltimoreOrioles
180,Baltimore Orioles,0.512,2022,0,TotalPayroll,44888388,2022BaltimoreOrioles
181,Los Angeles Dodgers,0.654,2021,3,Catchers,2240500,2021LosAngelesDodgers
182,Los Angeles Dodgers,0.654,2021,3,Infielders,48175134,2021LosAngelesDodgers
183,Los Angeles Dodgers,0.654,2021,3,Outfielders,56600000,2021LosAngelesDodgers
184,Los Angeles Dodgers,0.654,2021,3,DH,426313,2021LosAngelesDodgers
185,Los Angeles Dodgers,0.654,2021,3,Pitchers,67219595,2021LosAngelesDodgers
186,Los Angeles Dodgers,0.654,2021,3,TotalPayroll,266020809,2021LosAngelesDodgers
187,New York Yankees,0.568,2021,1,Catchers,7253767,2021NewYorkYankees
188,New York Yankees,0.568,2021,1,Infielders,9298409,2021NewYorkYankees
189,New York Yankees,0.568,2021,1,Outfielders,13086340,2021NewYorkYankees
190,New York Yankees,0.568,2021,1,DH,29000000,2021NewYorkYankees
191,New York Yankees,0.568,2021,1,Pitchers,82880237,2021NewYorkYankees
192,New York Yankees,0.568,2021,1,TotalPayroll,205669863,2021NewYorkYankees
193,New York Mets,0.475,2021,0,Catchers,8364690,2021NewYorkMets
194,New York Mets,0.475,2021,0,Infielders,24909097,2021NewYorkMets
195,New York Mets,0.475,2021,0,Outfielders,26650000,2021NewYorkMets
196,New York Mets,0.475,2021,0,DH,0,2021NewYorkMets
197,New York Mets,0.475,2021,0,Pitchers,116641967,2021NewYorkMets
198,New York Mets,0.475,2021,0,TotalPayroll,201189189,2021NewYorkMets
199,Philadelphia Phillies,0.506,2021,0,Catchers,1100000,2021PhiladelphiaPhillies
200,Philadelphia Phillies,0.506,2021,0,Infielders,32884784,2021PhiladelphiaPhillies
201,Philadelphia Phillies,0.506,2021,0,Outfielders,58950651,2021PhiladelphiaPhillies
202,Philadelphia Phillies,0.506,2021,0,DH,0,2021PhiladelphiaPhillies
203,Philadelphia Phillies,0.506,2021,0,Pitchers,54828611,2021PhiladelphiaPhillies
204,Philadelphia Phillies,0.506,2021,0,TotalPayroll,197263223,2021PhiladelphiaPhillies
205,Houston Astros,0.586,2021,4,Catchers,7000000,2021HoustonAstros
206,Houston Astros,0.586,2021,4,Infielders,65285876,2021HoustonAstros
207,Houston Astros,0.586,2021,4,Outfielders,17483098,2021HoustonAstros
208,Houston Astros,0.586,2021,4,DH,609000,2021HoustonAstros
209,Houston Astros,0.586,2021,4,Pitchers,56499752,2021HoustonAstros
210,Houston Astros,0.586,2021,4,TotalPayroll,194222042,2021HoustonAstros
211,Boston Red Sox,0.568,2021,3,Catchers,7850000,2021BostonRedSox
212,Boston Red Sox,0.568,2021,3,Infielders,30709494,2021BostonRedSox
213,Boston Red Sox,0.568,2021,3,Outfielders,6808959,2021BostonRedSox
214,Boston Red Sox,0.568,2021,3,DH,19350000,2021BostonRedSox
215,Boston Red Sox,0.568,2021,3,Pitchers,76734278,2021BostonRedSox
216,Boston Red Sox,0.568,2021,3,TotalPayroll,187100784,2021BostonRedSox
217,Los Angeles Angels,0.475,2021,0,Catchers,3100000,2021LosAngelesAngels
218,Los Angeles Angels,0.475,2021,0,Infielders,4087196,2021LosAngelesAngels
219,Los Angeles Angels,0.475,2021,0,Outfielders,1452479,2021LosAngelesAngels
220,Los Angeles Angels,0.475,2021,0,DH,0,2021LosAngelesAngels
221,Los Angeles Angels,0.475,2021,0,Pitchers,21827411,2021LosAngelesAngels
222,Los Angeles Angels,0.475,2021,0,TotalPayroll,180349558,2021LosAngelesAngels
223,San Diego Padres,0.488,2021,0,Catchers,1499355,2021SanDiegoPadres
224,San Diego Padres,0.488,2021,0,Infielders,62513875,2021SanDiegoPadres
225,San Diego Padres,0.488,2021,0,Outfielders,36671973,2021SanDiegoPadres
226,San Diego Padres,0.488,2021,0,DH,0,2021SanDiegoPadres
227,San Diego Padres,0.488,2021,0,Pitchers,25292381,2021SanDiegoPadres
228,San Diego Padres,0.488,2021,0,TotalPayroll,179764272,2021SanDiegoPadres
229,San Francisco Giants,0.66,2021,2,Catchers,24202777,2021SanFranciscoGiants
230,San Francisco Giants,0.66,2021,2,Infielders,48039535,2021SanFranciscoGiants
231,San Francisco Giants,0.66,2021,2,Outfielders,4668889,2021SanFranciscoGiants
232,San Francisco Giants,0.66,2021,2,DH,0,2021SanFranciscoGiants
233,San Francisco Giants,0.66,2021,2,Pitchers,57475595,2021SanFranciscoGiants
234,San Francisco Giants,0.66,2021,2,TotalPayroll,171890308,2021SanFranciscoGiants
235,Atlanta Braves,0.547,2021,5,Catchers,8285231,2021AtlantaBraves
236,Atlanta Braves,0.547,2021,5,Infielders,33790206,2021AtlantaBraves
237,Atlanta Braves,0.547,2021,5,Outfielders,11430180,2021AtlantaBraves
238,Atlanta Braves,0.547,2021,5,DH,2813172,2021AtlantaBraves
239,Atlanta Braves,0.547,2021,5,Pitchers,59035831,2021AtlantaBraves
240,Atlanta Braves,0.547,2021,5,TotalPayroll,152750691,2021AtlantaBraves
241,St. Louis Cardinals,0.556,2021,1,Catchers,9579200,2021St.LouisCardinals
242,St. Louis Cardinals,0.556,2021,1,Infielders,50798575,2021St.LouisCardinals
243,St. Louis Cardinals,0.556,2021,1,Outfielders,3435562,2021St.LouisCardinals
244,St. Louis Cardinals,0.556,2021,1,DH,0,2021St.LouisCardinals
245,St. Louis Cardinals,0.556,2021,1,Pitchers,52205223,2021St.LouisCardinals
246,St. Louis Cardinals,0.556,2021,1,TotalPayroll,151469994,2021St.LouisCardinals
247,Toronto Blue Jays,0.562,2021,0,Catchers,1629106,2021TorontoBlueJays
248,Toronto Blue Jays,0.562,2021,0,Infielders,20539414,2021TorontoBlueJays
249,Toronto Blue Jays,0.562,2021,0,Outfielders,40476975,2021TorontoBlueJays
250,Toronto Blue Jays,0.562,2021,0,DH,4325000,2021TorontoBlueJays
251,Toronto Blue Jays,0.562,2021,0,Pitchers,41432254,2021TorontoBlueJays
252,Toronto Blue Jays,0.562,2021,0,TotalPayroll,150140253,2021TorontoBlueJays
253,Chicago Cubs,0.438,2021,0,Catchers,12268,2021ChicagoCubs
254,Chicago Cubs,0.438,2021,0,Infielders,1576596,2021ChicagoCubs
255,Chicago Cubs,0.438,2021,0,Outfielders,5191890,2021ChicagoCubs
256,Chicago Cubs,0.438,2021,0,DH,0,2021ChicagoCubs
257,Chicago Cubs,0.438,2021,0,Pitchers,27130135,2021ChicagoCubs
258,Chicago Cubs,0.438,2021,0,TotalPayroll,144607670,2021ChicagoCubs
259,Washington Nationals,0.401,2021,0,Catchers,1877241,2021WashingtonNationals
260,Washington Nationals,0.401,2021,0,Infielders,8859122,2021WashingtonNationals
261,Washington Nationals,0.401,2021,0,Outfielders,10436455,2021WashingtonNationals
262,Washington Nationals,0.401,2021,0,DH,0,2021WashingtonNationals
263,Washington Nationals,0.401,2021,0,Pitchers,28903327,2021WashingtonNationals
264,Washington Nationals,0.401,2021,0,TotalPayroll,144415187,2021WashingtonNationals
265,Chicago White Sox,0.574,2021,2,Catchers,18772379,2021ChicagoWhiteSox
266,Chicago White Sox,0.574,2021,2,Infielders,33697088,2021ChicagoWhiteSox
267,Chicago White Sox,0.574,2021,2,Outfielders,10195500,2021ChicagoWhiteSox
268,Chicago White Sox,0.574,2021,2,DH,4333333,2021ChicagoWhiteSox
269,Chicago White Sox,0.574,2021,2,Pitchers,58831069,2021ChicagoWhiteSox
270,Chicago White Sox,0.574,2021,2,TotalPayroll,140926169,2021ChicagoWhiteSox
271,Cincinnati Reds,0.512,2021,0,Catchers,4758000,2021CincinnatiReds
272,Cincinnati Reds,0.512,2021,0,Infielders,37684784,2021CincinnatiReds
273,Cincinnati Reds,0.512,2021,0,Outfielders,14572645,2021CincinnatiReds
274,Cincinnati Reds,0.512,2021,0,DH,0,2021CincinnatiReds
275,Cincinnati Reds,0.512,2021,0,Pitchers,28310008,2021CincinnatiReds
276,Cincinnati Reds,0.512,2021,0,TotalPayroll,126587447,2021CincinnatiReds
277,Minnesota Twins,0.451,2021,0,Catchers,2851010,2021MinnesotaTwins
278,Minnesota Twins,0.451,2021,0,Infielders,47849178,2021MinnesotaTwins
279,Minnesota Twins,0.451,2021,0,Outfielders,12523066,2021MinnesotaTwins
280,Minnesota Twins,0.451,2021,0,DH,0,2021MinnesotaTwins
281,Minnesota Twins,0.451,2021,0,Pitchers,20386241,2021MinnesotaTwins
282,Minnesota Twins,0.451,2021,0,TotalPayroll,120084606,2021MinnesotaTwins
283,Colorado Rockies,0.46,2021,0,Catchers,1872500,2021ColoradoRockies
284,Colorado Rockies,0.46,2021,0,Infielders,23107675,2021ColoradoRockies
285,Colorado Rockies,0.46,2021,0,Outfielders,24196173,2021ColoradoRockies
286,Colorado Rockies,0.46,2021,0,DH,0,2021ColoradoRockies
287,Colorado Rockies,0.46,2021,0,Pitchers,30719074,2021ColoradoRockies
288,Colorado Rockies,0.46,2021,0,TotalPayroll,116408966,2021ColoradoRockies
289,Milwaukee Brewers,0.586,2021,2,Catchers,4150000,2021MilwaukeeBrewers
290,Milwaukee Brewers,0.586,2021,2,Infielders,7851693,2021MilwaukeeBrewers
291,Milwaukee Brewers,0.586,2021,2,Outfielders,47722318,2021MilwaukeeBrewers
292,Milwaukee Brewers,0.586,2021,2,DH,0,2021MilwaukeeBrewers
293,Milwaukee Brewers,0.586,2021,2,Pitchers,20213610,2021MilwaukeeBrewers
294,Milwaukee Brewers,0.586,2021,2,TotalPayroll,99377415,2021MilwaukeeBrewers
295,Texas Rangers,0.37,2021,0,Catchers,1158000,2021TexasRangers
296,Texas Rangers,0.37,2021,0,Infielders,6871851,2021TexasRangers
297,Texas Rangers,0.37,2021,0,Outfielders,1007336,2021TexasRangers
298,Texas Rangers,0.37,2021,0,DH,593000,2021TexasRangers
299,Texas Rangers,0.37,2021,0,Pitchers,15212845,2021TexasRangers
300,Texas Rangers,0.37,2021,0,TotalPayroll,95788819,2021TexasRangers
301,Arizona Diamondbacks,0.321,2021,0,Catchers,1700000,2021ArizonaDiamondbacks
302,Arizona Diamondbacks,0.321,2021,0,Infielders,1835361,2021ArizonaDiamondbacks
303,Arizona Diamondbacks,0.321,2021,0,Outfielders,23087732,2021ArizonaDiamondbacks
304,Arizona Diamondbacks,0.321,2021,0,DH,0,2021ArizonaDiamondbacks
305,Arizona Diamondbacks,0.321,2021,0,Pitchers,27606785,2021ArizonaDiamondbacks
306,Arizona Diamondbacks,0.321,2021,0,TotalPayroll,91632929,2021ArizonaDiamondbacks
307,Kansas City Royals,0.457,2021,0,Catchers,14978819,2021KansasCityRoyals
308,Kansas City Royals,0.457,2021,0,Infielders,14948813,2021KansasCityRoyals
309,Kansas City Royals,0.457,2021,0,Outfielders,13381881,2021KansasCityRoyals
310,Kansas City Royals,0.457,2021,0,DH,0,2021KansasCityRoyals
311,Kansas City Royals,0.457,2021,0,Pitchers,9205419,2021KansasCityRoyals
312,Kansas City Royals,0.457,2021,0,TotalPayroll,91595545,2021KansasCityRoyals
313,Oakland Athletics,0.531,2021,0,Catchers,2672270,2021OaklandAthletics
314,Oakland Athletics,0.531,2021,0,Infielders,15710366,2021OaklandAthletics
315,Oakland Athletics,0.531,2021,0,Outfielders,7415720,2021OaklandAthletics
316,Oakland Athletics,0.531,2021,0,DH,98144,2021OaklandAthletics
317,Oakland Athletics,0.531,2021,0,Pitchers,25313710,2021OaklandAthletics
318,Oakland Athletics,0.531,2021,0,TotalPayroll,90400598,2021OaklandAthletics
319,Detroit Tigers,0.475,2021,0,Catchers,582730,2021DetroitTigers
320,Detroit Tigers,0.475,2021,0,Infielders,11048483,2021DetroitTigers
321,Detroit Tigers,0.475,2021,0,Outfielders,6361865,2021DetroitTigers
322,Detroit Tigers,0.475,2021,0,DH,30000000,2021DetroitTigers
323,Detroit Tigers,0.475,2021,0,Pitchers,13415075,2021DetroitTigers
324,Detroit Tigers,0.475,2021,0,TotalPayroll,86348945,2021DetroitTigers
325,Seattle Mariners,0.556,2021,0,Catchers,1635270,2021SeattleMariners
326,Seattle Mariners,0.556,2021,0,Infielders,21854894,2021SeattleMariners
327,Seattle Mariners,0.556,2021,0,Outfielders,3901068,2021SeattleMariners
328,Seattle Mariners,0.556,2021,0,DH,587500,2021SeattleMariners
329,Seattle Mariners,0.556,2021,0,Pitchers,29031542,2021SeattleMariners
330,Seattle Mariners,0.556,2021,0,TotalPayroll,83822113,2021SeattleMariners
331,Tampa Bay Rays,0.617,2021,2,Catchers,2586300,2021TampaBayRays
332,Tampa Bay Rays,0.617,2021,2,Infielders,8104801,2021TampaBayRays
333,Tampa Bay Rays,0.617,2021,2,Outfielders,16232266,2021TampaBayRays
334,Tampa Bay Rays,0.617,2021,2,DH,5693516,2021TampaBayRays
335,Tampa Bay Rays,0.617,2021,2,Pitchers,11671768,2021TampaBayRays
336,Tampa Bay Rays,0.617,2021,2,TotalPayroll,70836327,2021TampaBayRays
337,Miami Marlins,0.414,2021,0,Catchers,1409809,2021MiamiMarlins
338,Miami Marlins,0.414,2021,0,Infielders,5872316,2021MiamiMarlins
339,Miami Marlins,0.414,2021,0,Outfielders,1212438,2021MiamiMarlins
